,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PPA,CrsPA,PasAtt,PasFK,PasPress,Sw,PasCrs,CK,PaswLeft,PaswRight,PasInt,SCA,GCA,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,Press,Blocks,BlkSh,BlkShSv,Int,Tkl+Int,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,DriSucc,DriAtt,DriSucc%,Carries,CarTotDist,CarPrgDist,CarDis,Rec,Rec%,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKcon,OG,AerWon,AerLost,AerWon%,Pos2,Value,stats_id,player_id
2156,Pere Pons,ESP,2.0,Alavés,La Liga,29.0,27.0,17.0,1366.0,0.07,1.05,0.26,25.0,0.06,15.2,0.0,0.0,0.0,18.5,71.3,79.6,70.8,55.6,0.0,0.46,0.07,25.9,0.39,5.26,0.59,0.26,0.07,3.55,19.3,1.18,1.45,0.0,0.53,0.99,0.26,0.53,28.6,23.9,1.38,0.07,0.0,0.53,2.3,1.51,6.64,21.3,9.54,0.53,1.12,47.1,19.0,98.0,52.8,0.92,21.1,70.4,0.13,0.0,0.0,1.84,1.32,0.13,0.26,0.0,0.0,1.51,2.3,39.7,,200000000.0,2157,2157
2157,Nick Pope,ENG,4.0,Burnley,Premier League,30.0,36.0,36.0,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,49.2,86.7,95.8,42.1,0.0,0.08,0.0,29.9,3.89,1.39,0.67,0.0,0.0,1.17,22.0,0.31,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,27.8,32.9,0.92,0.0,0.03,0.03,100.0,12.8,87.5,52.3,0.0,9.11,100.0,0.03,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1800000000.0,2158,2158
2158,Manolo Portanova,ITA,3.0,Genoa,Serie A,21.0,24.0,17.0,1322.0,0.07,1.97,0.82,41.4,0.03,20.9,0.07,0.0,0.0,13.1,56.9,71.3,57.3,31.0,0.0,0.27,0.0,23.1,0.68,5.03,0.82,1.22,1.02,0.88,18.3,0.88,1.5,0.0,0.88,1.97,0.88,1.29,55.9,24.8,2.11,0.14,0.0,1.43,5.17,1.56,7.89,19.8,16.1,1.5,3.06,48.9,23.2,123.3,73.6,2.04,22.2,67.9,0.27,0.0,0.0,3.33,1.84,0.27,1.22,0.0,0.0,1.56,2.45,39.0,MF,0.0,2159,2159
2159,Portu,ESP,3.0,Real Sociedad,La Liga,30.0,37.0,17.0,1590.0,0.06,1.36,0.51,37.5,0.0,14.4,0.0,0.06,0.06,20.3,73.9,82.5,74.0,35.5,0.11,1.19,0.4,27.5,0.06,4.92,0.4,2.09,0.4,0.9,24.2,1.3,1.92,0.23,0.4,0.34,0.4,0.4,28.0,19.4,1.75,0.23,0.0,0.62,1.75,0.62,5.08,15.9,20.1,0.51,0.9,56.3,26.8,132.9,86.6,1.53,27.3,69.1,0.28,0.0,0.0,1.13,1.47,0.62,2.09,0.0,0.0,1.02,2.43,29.5,MF,450000000.0,2160,2160
2160,Stefan Posch,AUT,1.0,Hoffenheim,Bundesliga,25.0,28.0,26.0,2199.0,0.08,0.53,0.25,46.2,0.15,20.8,0.04,0.0,0.0,46.5,81.2,90.4,89.6,56.6,0.0,0.33,0.04,57.3,1.52,7.58,1.31,0.33,0.0,6.97,44.1,0.82,0.41,0.08,1.15,1.27,0.29,1.23,60.0,12.3,2.42,0.9,0.04,1.89,4.59,10.2,34.7,32.3,6.02,0.12,0.37,33.3,42.1,265.7,142.0,0.16,44.4,97.0,0.2,0.0,0.0,1.64,0.53,0.04,0.33,0.0,0.0,2.09,2.5,45.5,,1000000000.0,2161,2161
2161,Sergio Postigo,ESP,1.0,Levante,La Liga,33.0,13.0,10.0,848.0,0.0,0.21,0.0,0.0,0.0,15.5,0.0,0.0,0.0,31.4,82.9,93.6,93.3,50.6,0.0,0.0,0.0,37.9,1.49,4.89,0.85,0.0,0.0,4.36,30.1,0.53,0.32,0.0,0.96,0.11,0.21,0.43,44.4,8.72,1.28,0.64,0.0,1.91,3.19,10.2,28.2,19.8,1.17,0.0,0.21,0.0,26.5,129.3,71.3,0.32,27.2,98.8,0.32,0.0,0.0,0.74,0.21,0.0,0.0,0.0,0.0,1.6,1.49,51.7,,0.0,2162,2162
2162,Yussuf Poulsen,DEN,3.0,RB Leipzig,Bundesliga,27.0,25.0,12.0,1079.0,0.5,2.33,1.17,50.0,0.21,12.4,0.0,0.0,0.0,19.1,68.6,76.5,68.8,44.0,0.0,0.83,0.08,27.8,0.0,10.8,0.25,0.75,0.0,3.75,18.8,1.67,2.42,0.5,0.5,0.42,0.42,0.33,33.3,24.2,1.25,0.0,0.0,0.33,1.67,0.92,2.67,24.4,19.0,1.0,2.25,44.4,27.3,98.0,48.1,2.58,32.4,64.9,0.17,0.0,0.0,1.83,2.83,0.58,0.75,0.0,0.0,2.92,3.75,43.8,,1000000000.0,2163,2163
2163,Gaëtan Poussin,FRA,4.0,Bordeaux,Ligue 1,23.0,13.0,13.0,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,71.7,95.1,100.0,50.6,0.0,0.0,0.0,37.0,3.77,2.85,1.23,0.0,0.0,2.0,29.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,34.2,40.1,0.31,0.0,0.0,0.0,0.0,18.1,85.5,44.9,0.0,17.0,99.1,0.23,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,,0.0,2164,2164
2164,Darío Poveda,ESP,3.0,Getafe,La Liga,25.0,15.0,3.0,380.0,0.24,0.95,0.95,100.0,0.25,29.8,0.0,0.0,0.0,12.1,62.2,72.7,52.4,41.7,0.0,0.24,0.24,19.5,0.0,5.71,0.71,1.43,0.0,1.67,13.8,1.19,2.62,0.24,0.0,0.71,0.24,0.24,16.7,19.8,1.67,0.24,0.0,0.71,1.67,0.48,2.38,18.1,16.2,1.67,4.05,41.2,22.4,101.4,55.2,2.14,24.5,60.2,0.0,0.0,0.0,0.95,0.71,0.48,1.43,0.0,0.0,3.57,3.57,50.0,MF,0.0,2165,2165
2165,José Pozo,ESP,2.0,Rayo Vallecano,La Liga,26.0,5.0,0.0,72.0,0.0,3.75,0.0,0.0,0.0,17.5,0.0,0.0,0.0,56.3,86.5,95.5,77.3,100.0,0.0,6.25,0.0,65.0,0.0,15.0,2.5,1.25,0.0,5.0,55.0,0.0,10.0,0.0,0.0,1.25,0.0,1.25,50.0,21.3,2.5,0.0,0.0,1.25,2.5,0.0,15.0,41.3,36.3,0.0,1.25,0.0,56.3,246.3,145.0,5.0,62.5,90.9,0.0,0.0,0.0,2.5,2.5,0.0,1.25,0.0,0.0,1.25,1.25,50.0,,120000000.0,2166,2166
2166,Dennis Praet,BEL,3.0,Torino,Serie A,28.0,23.0,17.0,1539.0,0.12,1.46,0.41,28.0,0.08,16.2,0.0,0.0,0.0,26.0,74.6,85.4,74.5,52.3,0.12,1.52,0.7,34.8,0.23,6.2,0.82,2.46,0.35,2.81,29.2,1.46,2.63,0.29,0.47,0.53,0.29,0.23,23.5,13.3,0.94,0.12,0.0,0.76,2.05,0.41,4.85,19.3,22.6,0.7,1.75,40.0,28.6,141.9,71.2,0.94,31.6,75.3,0.18,0.0,0.0,1.29,1.17,0.18,2.46,0.0,0.0,0.64,1.46,30.6,MF,800000000.0,2167,2167
2167,Mateusz Praszelik,POL,3.0,Hellas Verona,Serie A,21.0,2.0,0.0,25.0,0.0,3.33,0.0,0.0,0.0,26.2,0.0,0.0,0.0,30.0,90.0,87.5,100.0,0.0,0.0,0.0,0.0,33.3,0.0,10.0,0.0,0.0,0.0,6.67,26.7,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,6.67,26.7,26.7,3.33,3.33,100.0,36.7,250.0,166.7,3.33,46.7,66.7,0.0,0.0,0.0,6.67,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,0.0,2168,2168
2168,Abdón Prats,ESP,3.0,Mallorca,La Liga,29.0,23.0,6.0,641.0,0.42,2.68,0.99,36.8,0.16,14.8,0.28,0.0,0.0,14.5,66.0,73.8,68.4,53.8,0.0,0.42,0.0,22.0,0.0,7.32,0.42,0.56,0.0,11.3,4.08,1.55,2.54,0.14,0.14,0.0,0.28,0.28,50.0,10.8,0.85,0.0,0.0,0.14,0.56,0.7,3.1,15.9,16.9,1.13,1.83,61.5,19.0,62.4,26.3,2.82,24.5,53.9,0.42,0.0,0.0,1.55,2.39,0.28,0.56,0.0,0.0,4.79,4.93,49.3,,120000000.0,2169,2169
2169,Sanjin Prci?,BIH,2.0,Strasbourg,Ligue 1,28.0,32.0,27.0,2186.0,0.04,1.89,0.45,23.9,0.02,24.4,0.04,0.0,0.0,49.3,85.0,88.7,91.1,73.6,0.0,1.15,0.08,58.0,2.18,8.4,3.58,0.74,1.03,8.4,46.4,1.4,2.26,0.16,0.86,1.15,0.21,0.7,45.9,12.6,0.86,0.16,0.0,2.22,4.44,2.59,16.4,39.7,14.6,0.29,0.62,46.7,42.3,194.2,87.8,0.37,45.3,95.7,0.16,0.0,0.0,1.23,0.41,0.0,0.74,0.0,0.0,0.66,0.74,47.1,,0.0,2170,2170
2170,Nicolas de Préville,FRA,3.0,Metz,Ligue 1,31.0,27.0,24.0,1969.0,0.23,1.87,0.46,24.4,0.12,20.8,0.18,0.0,0.0,18.5,67.8,75.0,73.6,52.1,0.09,0.68,0.46,27.4,0.96,7.26,1.51,1.74,1.64,4.2,19.7,1.19,2.79,0.23,0.27,0.37,0.37,0.27,31.6,15.1,1.05,0.14,0.0,0.78,1.78,0.87,4.93,23.2,17.6,1.69,3.65,46.3,29.4,164.7,91.1,2.56,28.3,65.7,0.23,0.0,0.0,2.28,2.69,0.37,1.74,0.0,0.0,2.6,2.6,50.0,MF,0.0,2171,2171
2171,Isaac Price,NIR,2.0,Everton,Premier League,18.0,1.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,5.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,100.0,40.0,5.0,0.0,0.0,5.0,10.0,0.0,5.0,10.0,10.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,10.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2172,2172
2172,Manuel Prietl,AUT,2.0,Arminia,Bundesliga,30.0,26.0,23.0,2123.0,0.0,0.72,0.17,23.5,0.0,18.3,0.0,0.0,0.0,22.2,78.9,82.6,82.6,74.6,0.04,0.21,0.04,28.1,0.25,4.83,0.55,0.08,0.04,7.16,17.7,0.93,0.97,0.13,1.14,1.14,0.3,0.72,29.3,20.2,1.1,0.17,0.0,2.37,4.96,2.37,12.8,20.9,5.72,0.64,0.93,68.2,20.9,108.5,54.9,0.76,19.0,89.1,0.13,0.0,0.0,1.86,0.51,0.0,0.08,0.13,0.0,1.44,1.27,53.1,,0.0,2173,2173
2173,Alejandro Primo,ESP,4.0,Levante,La Liga,17.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,80.8,100.0,100.0,54.5,0.0,0.0,0.0,26.0,2.0,3.0,0.0,0.0,0.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,14.0,0.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2174,2174
2174,Grischa Prömel,GER,2.0,Union Berlin,Bundesliga,27.0,29.0,28.0,2422.0,0.3,1.38,0.45,32.4,0.22,12.4,0.0,0.0,0.0,26.5,75.6,78.6,82.0,65.9,0.04,0.45,0.11,35.1,0.37,7.25,0.48,0.26,0.0,6.62,24.2,1.56,1.49,0.19,0.71,0.82,0.11,0.82,40.0,17.0,1.52,0.15,0.0,1.64,3.27,1.45,9.44,27.7,11.9,0.56,1.12,50.0,27.9,135.5,59.3,1.49,27.4,85.7,0.15,0.0,0.0,1.75,2.34,0.07,0.26,0.0,0.0,1.64,1.86,46.8,,750000000.0,2175,2175
2175,Nick Proschwitz,GER,3.0,Hoffenheim,Bundesliga,35.0,1.0,0.0,27.0,0.0,3.33,0.0,0.0,0.0,11.0,0.0,0.0,0.0,10.0,75.0,66.7,100.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,3.33,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,20.0,0.0,0.0,0.0,13.3,40.0,0.0,3.33,16.7,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,,0.0,2176,2176
2176,Ivan Provedel,ITA,4.0,Spezia,Serie A,28.0,31.0,31.0,2761.0,0.0,0.03,0.03,100.0,0.0,71.2,0.0,0.0,0.0,24.0,62.1,98.9,98.0,47.1,0.0,0.03,0.0,38.6,3.88,2.21,1.79,0.0,0.0,2.28,30.5,0.49,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,35.5,41.4,0.68,0.07,0.0,0.0,0.0,19.6,99.8,56.0,0.0,19.3,99.8,0.07,0.0,0.0,0.07,0.13,0.0,0.0,0.07,0.03,0.0,0.0,0.0,,1200000000.0,2177,2177
2177,Javi Puado,ESP,3.0,Espanyol,La Liga,24.0,30.0,26.0,2245.0,0.16,1.61,0.48,30.0,0.1,14.6,0.0,0.0,0.0,22.0,83.8,91.4,84.2,63.9,0.04,0.76,0.08,26.3,0.0,6.47,0.28,0.56,0.0,2.69,20.9,0.6,1.57,0.12,0.72,0.36,0.0,0.48,41.4,14.3,0.96,0.08,0.04,1.0,2.09,1.37,6.79,18.0,15.3,0.92,2.09,44.2,26.7,178.5,90.8,1.37,25.9,74.3,0.2,0.0,0.0,1.08,1.24,0.24,0.56,0.0,0.0,0.68,1.85,27.0,MF,700000000.0,2178,2178
2178,Pubill,ESP,1.0,Levante,La Liga,18.0,11.0,5.0,512.0,0.0,1.05,0.18,16.7,0.0,11.6,0.0,0.0,0.0,37.9,78.8,88.8,82.5,58.1,0.18,1.05,0.53,48.1,0.7,6.32,0.7,2.11,0.18,4.56,31.6,1.4,2.81,0.53,2.11,0.53,0.0,0.7,57.1,16.1,1.93,0.35,0.0,1.23,3.86,1.93,16.1,24.4,23.0,0.35,0.53,66.7,36.8,148.6,80.0,0.53,34.9,85.4,0.18,0.0,0.0,1.93,1.58,0.0,2.11,0.0,0.0,1.05,0.7,60.0,,0.0,2179,2179
2179,Antonio Puertas,ESP,2.0,Granada,La Liga,30.0,33.0,25.0,2261.0,0.24,1.31,0.56,42.4,0.18,13.6,0.0,0.0,0.0,19.4,70.7,80.3,73.9,56.8,0.04,0.84,0.32,27.5,0.12,7.49,0.88,1.43,0.12,5.9,16.8,1.24,2.11,0.24,0.68,0.64,0.12,0.6,44.1,14.4,1.87,0.16,0.0,0.44,1.87,1.47,7.57,18.4,15.9,1.24,2.51,49.2,25.4,135.7,67.2,1.63,26.2,72.1,0.16,0.0,0.0,2.03,1.35,0.32,1.43,0.04,0.04,2.19,3.27,40.1,FW,0.0,2180,2180
2180,Riqui Puig,ESP,2.0,Barcelona,La Liga,22.0,15.0,2.0,487.0,0.19,1.67,0.56,33.3,0.11,18.5,0.0,0.0,0.0,77.8,92.5,96.8,92.0,86.5,0.0,1.11,0.0,84.1,1.11,8.89,1.48,0.19,0.19,4.07,79.3,2.22,4.07,0.56,0.19,0.74,0.0,0.0,0.0,16.5,0.19,0.0,0.0,0.93,1.85,0.74,8.15,56.7,34.3,1.11,1.3,85.7,78.0,322.2,139.8,2.22,82.0,94.5,0.0,0.0,0.0,1.67,2.78,0.0,0.19,0.0,0.0,0.0,0.74,0.0,,0.0,2181,2181
2181,Teemu Pukki,FIN,3.0,Norwich City,Premier League,32.0,37.0,37.0,3253.0,0.3,1.88,0.66,35.3,0.12,14.9,0.0,0.08,0.08,10.9,74.5,80.4,77.8,70.0,0.08,0.17,0.03,14.6,0.0,2.91,0.28,0.69,0.0,1.58,11.6,0.75,1.66,0.11,0.03,0.39,0.25,0.08,18.8,19.4,0.58,0.06,0.0,0.47,1.14,0.25,1.33,11.1,12.3,0.83,1.8,46.2,14.5,70.4,40.5,1.39,14.7,41.5,0.11,0.0,0.0,1.22,0.8,0.33,0.69,0.0,0.0,0.44,2.99,12.9,,0.0,2182,2182
2182,Erick Pulgar,CHI,2.0,Fiorentina,Serie A,28.0,6.0,4.0,341.0,0.0,0.79,0.53,66.7,0.0,24.5,0.0,0.0,0.0,55.0,88.6,86.3,95.8,76.3,0.26,0.53,0.0,62.1,7.11,9.74,1.05,0.26,0.0,4.74,52.9,1.32,2.89,0.53,1.05,0.26,0.26,0.53,40.0,13.2,1.05,0.26,0.0,1.58,3.16,1.58,14.5,48.2,11.3,0.79,0.79,100.0,46.3,226.1,95.3,0.53,46.8,97.8,0.53,0.0,0.0,1.32,1.32,0.0,0.26,0.0,0.0,1.58,1.84,46.2,,0.0,2183,2183
2183,Christian Pulisic,USA,2.0,Chelsea,Premier League,23.0,22.0,13.0,1290.0,0.42,1.96,0.77,39.3,0.21,12.9,0.0,0.0,0.0,25.7,79.7,86.2,82.1,57.9,0.14,0.7,0.0,32.3,0.07,8.11,0.14,0.91,0.0,6.01,23.8,1.4,2.31,0.14,0.35,0.77,0.14,0.14,16.7,20.6,1.26,0.0,0.0,0.77,2.03,0.63,5.73,20.7,25.3,1.4,3.29,42.6,35.7,200.1,109.2,2.17,35.7,72.6,0.14,0.0,0.0,0.98,2.45,0.28,0.91,0.0,0.0,1.05,2.31,31.3,FW,3200000000.0,2184,2184
2184,Afimico Pululu,FRA,3.0,Greuther Fürth,Bundesliga,23.0,8.0,0.0,70.0,0.0,1.25,0.0,0.0,0.0,14.2,0.0,0.0,0.0,18.8,75.0,90.0,66.7,50.0,0.0,0.0,0.0,25.0,1.25,7.5,0.0,1.25,0.0,18.8,3.75,2.5,2.5,0.0,2.5,0.0,1.25,1.25,100.0,40.0,0.0,0.0,0.0,0.0,3.75,0.0,7.5,23.8,31.3,5.0,11.3,44.4,46.3,187.5,81.3,5.0,43.8,64.8,0.0,0.0,0.0,5.0,10.0,1.25,1.25,0.0,0.0,1.25,11.3,10.0,,0.0,2185,2185
2185,Ignacio Pussetto,ARG,3.0,Udinese,Serie A,26.0,28.0,11.0,1204.0,0.3,2.31,0.9,38.7,0.1,16.7,0.0,0.07,0.07,15.3,69.7,80.5,67.3,75.8,0.3,0.45,0.22,21.9,0.15,5.67,0.45,1.34,0.0,1.64,16.7,0.82,3.21,0.52,0.3,0.67,0.52,0.15,16.7,18.4,1.94,0.22,0.0,0.52,2.01,1.12,3.51,18.8,19.6,1.49,3.88,38.5,25.1,121.0,65.7,2.46,25.9,63.9,0.3,0.0,0.0,2.39,2.31,0.67,1.34,0.0,0.0,2.69,4.55,37.1,MF,250000000.0,2186,2186
2186,Niklas Pyyhtiä,FIN,2.0,Bologna,Serie A,18.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,81.8,100.0,83.3,33.3,0.0,5.0,0.0,110.0,5.0,10.0,0.0,0.0,0.0,90.0,15.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,5.0,0.0,15.0,90.0,40.0,5.0,5.0,100.0,95.0,450.0,365.0,0.0,90.0,81.8,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,500000.0,2187,2187
2187,Przemys?aw P?acheta,POL,3.0,Norwich City,Premier League,24.0,12.0,6.0,504.0,0.0,1.43,1.25,87.5,0.0,16.7,0.0,0.0,0.0,19.1,68.2,83.8,73.3,52.0,0.0,0.71,0.36,28.0,0.18,5.71,1.25,1.79,1.96,22.7,2.5,0.54,2.5,0.0,0.89,0.0,0.0,0.0,0.0,20.5,1.25,0.18,0.0,1.61,2.5,1.43,9.46,14.5,17.9,1.07,1.79,60.0,27.5,178.2,101.3,2.68,24.6,65.7,0.18,0.0,0.0,0.36,1.43,0.0,1.79,0.0,0.0,0.54,1.79,23.1,MF,0.0,2188,2188
2188,Yacine Qasmi,MAR,2.0,Rayo Vallecano,La Liga,31.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.3,0.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,,0.0,2189,2189
2189,Fabio Quagliarella,ITA,3.0,Sampdoria,Serie A,39.0,33.0,19.0,1664.0,0.22,3.08,0.54,17.5,0.05,19.1,0.0,0.05,0.05,17.4,68.2,77.7,71.9,58.5,0.11,0.92,0.27,25.5,0.0,6.76,1.51,0.92,0.0,5.89,17.0,1.51,2.59,0.38,0.0,0.22,0.05,0.0,0.0,15.9,0.76,0.05,0.0,0.59,0.86,0.76,2.86,17.7,18.6,0.86,1.35,64.0,25.8,100.5,38.7,1.35,27.6,61.0,0.11,0.0,0.0,1.14,1.73,0.81,0.92,0.0,0.0,1.3,2.27,36.4,,100000000.0,2190,2190
2190,Quini,ESP,1.0,Granada,La Liga,32.0,32.0,27.0,2304.0,0.0,0.66,0.08,11.8,0.0,22.0,0.0,0.0,0.0,26.5,70.6,84.4,76.1,42.3,0.04,0.51,0.31,37.5,0.16,5.2,0.82,1.8,0.0,3.95,22.0,0.94,1.17,0.16,2.15,0.98,0.31,1.45,51.4,15.6,2.07,0.55,0.0,2.11,5.55,4.22,17.9,20.5,12.9,0.59,1.13,51.7,23.2,111.1,53.0,0.74,20.7,88.2,0.43,0.0,0.0,1.8,0.55,0.04,1.8,0.0,0.0,1.17,1.41,45.5,,0.0,2191,2191
2191,Dani Raba,ESP,2.0,Granada,La Liga,26.0,2.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,80.0,100.0,100.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,6.67,10.0,0.0,0.0,0.0,3.33,0.0,3.33,6.67,66.7,23.3,3.33,0.0,0.0,6.67,13.3,3.33,10.0,26.7,20.0,0.0,0.0,0.0,26.7,150.0,110.0,10.0,30.0,90.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,0.0,2192,2192
2192,Dani Raba,ESP,2.0,Villarreal,La Liga,26.0,7.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,68.2,69.2,73.3,60.0,0.0,1.0,0.0,44.0,3.0,11.0,3.0,3.0,4.0,31.0,10.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,2.0,3.0,3.0,14.0,28.0,26.0,1.0,2.0,50.0,42.0,185.0,80.0,2.0,39.0,79.6,1.0,0.0,0.0,4.0,5.0,1.0,3.0,0.0,0.0,2.0,1.0,66.7,FW,0.0,2193,2193
2193,Adrien Rabiot,FRA,2.0,Juventus,Serie A,27.0,32.0,28.0,2285.0,0.0,1.02,0.28,26.9,0.0,16.8,0.0,0.0,0.0,33.9,82.7,85.3,86.9,73.3,0.08,0.59,0.2,41.0,0.98,7.68,0.31,0.79,0.0,26.5,10.0,0.87,1.54,0.12,1.77,0.91,0.24,0.55,42.4,22.7,2.09,0.43,0.0,1.26,4.17,3.7,14.7,28.5,14.0,0.98,1.54,64.1,34.6,232.7,108.0,1.22,34.5,87.5,0.2,0.0,0.0,1.89,1.18,0.16,0.79,0.04,0.0,2.13,1.22,63.5,,3000000000.0,2194,2194
2194,Uro Ra?i?,SRB,2.0,Valencia,La Liga,24.0,28.0,13.0,1206.0,0.0,1.19,0.07,6.3,0.0,20.4,0.0,0.0,0.0,28.4,75.1,79.6,82.5,64.2,0.0,0.45,0.07,37.8,0.67,8.51,2.69,0.45,0.0,4.55,27.4,1.12,1.57,0.0,0.75,1.49,0.22,0.9,40.0,24.0,1.87,0.52,0.0,1.49,3.96,2.46,12.1,28.7,10.8,0.75,1.19,62.5,28.6,129.3,53.4,0.97,28.9,89.8,0.22,0.07,0.07,2.61,1.72,0.07,0.45,0.0,0.0,2.54,2.24,53.1,,0.0,2195,2195
2195,Nemanja Radoja,SRB,2.0,Levante,La Liga,29.0,19.0,17.0,1214.0,0.0,0.37,0.0,0.0,0.0,18.3,0.0,0.0,0.0,29.9,84.0,91.7,90.1,65.0,0.0,0.3,0.15,35.6,0.59,7.48,0.52,0.3,0.0,6.96,25.5,0.67,0.96,0.07,0.52,0.81,0.15,0.52,63.6,15.4,1.93,0.74,0.0,1.26,2.74,3.11,13.0,27.7,6.96,0.59,0.96,61.5,28.9,125.1,49.3,1.41,28.4,88.7,0.22,0.0,0.0,1.78,1.11,0.0,0.3,0.07,0.0,1.56,1.11,58.3,,0.0,2196,2196
2196,Nemanja Radonji?,SRB,2.0,Marseille,Ligue 1,26.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,90.0,88.9,100.0,0.0,0.0,0.0,0.0,50.0,0.0,10.0,0.0,5.0,0.0,5.0,45.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,40.0,5.0,15.0,33.3,60.0,390.0,300.0,5.0,65.0,86.7,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,2197,2197
2197,Ivan Radovanovi?,SRB,1.0,Salernitana,Serie A,33.0,14.0,12.0,1053.0,0.09,1.54,0.43,27.8,0.06,21.5,0.0,0.0,0.0,36.4,83.7,86.1,86.4,78.3,0.09,0.34,0.0,43.5,2.14,7.26,1.45,0.09,0.0,5.56,32.9,0.77,1.2,0.09,0.77,0.34,0.0,0.51,37.5,7.44,1.62,0.6,0.0,1.11,2.22,6.24,22.8,25.9,6.41,0.09,0.09,100.0,29.0,176.2,86.7,0.34,32.1,97.7,0.34,0.0,0.0,0.77,0.77,0.0,0.09,0.0,0.0,2.14,0.94,69.4,MF,0.0,2198,2198
